mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,spectral_flatness,jitter,shimmer,label
-13.170376777648926,1.7659204006195068,-0.26371946930885315,-2.908195734024048,-2.8705101013183594,4.3411760330200195,-0.4692644476890564,4.921062469482422,-1.5409088134765625,0.8736156225204468,7.178030014038086,-3.1721601486206055,-5.693443298339844,2.6432950496673584,1.5865954160690308,1.9896467924118042,1.7070409059524536,2.1340813636779785,1.5247318744659424,1.9100300073623657,2.224907636642456,1.4958455562591553,1.6499580144882202,1.8263086080551147,1.2855923175811768,1.7887195348739624,0.25950372319223214,0.006801353175234714,0.017286235070682755,healthy
-7.921492576599121,-1.78098464012146,-0.35427045822143555,0.28306645154953003,-1.0562399625778198,2.1472156047821045,1.3628802299499512,0.4351999759674072,2.691347599029541,-2.248342990875244,-0.011589421890676022,0.5495054721832275,-1.3718326091766357,1.3503572940826416,0.6467087268829346,1.5452786684036255,1.7289173603057861,1.3361667394638062,0.27360108494758606,0.7166032195091248,1.482354998588562,1.2105993032455444,0.14700131118297577,1.8214151859283447,1.268328309059143,0.7904626727104187,0.6295964478053332,0.022967379961279306,0.053115478823957854,impaired
-11.731396675109863,1.922000765800476,0.1121651828289032,0.6766309142112732,-0.3921318054199219,-0.9892465472221375,2.5163540840148926,-0.2822877764701843,-0.6650547981262207,1.6442135572433472,-1.0835405588150024,-0.8920910358428955,0.015370026230812073,1.2001349925994873,1.3298057317733765,2.2458345890045166,1.3681241273880005,0.01097301859408617,1.3631495237350464,1.218940019607544,1.2217249870300293,1.322973608970642,1.1856608390808105,1.1736938953399658,1.5065220594406128,0.9289596080780029,0.474185093148866,0.03407134435786718,0.05284142556218766,impaired
-9.328431129455566,-0.5740319490432739,4.2114644050598145,-1.3276071548461914,4.365136623382568,0.39445745944976807,0.7746864557266235,4.694154262542725,-1.0853114128112793,-2.823366403579712,-1.3456926345825195,1.3570019006729126,-4.697277069091797,2.318735361099243,1.7306143045425415,2.573906421661377,0.8028698563575745,1.6067171096801758,1.1567659378051758,1.5868852138519287,2.123832941055298,1.9103866815567017,1.873311161994934,1.9204075336456299,2.101694107055664,1.4957319498062134,0.30654797127192407,0.009987997911156453,0.02385037937656101,healthy
-14.23476791381836,-1.3760257959365845,-0.8795747756958008,5.8116936683654785,3.3179800510406494,-2.8862733840942383,1.0431253910064697,-1.221234679222107,-0.8530915379524231,0.555976927280426,1.8575133085250854,-1.0177754163742065,3.191554546356201,1.4290308952331543,2.003169536590576,3.2988369464874268,2.111539840698242,2.7166073322296143,2.045760154724121,2.290388584136963,1.9716084003448486,1.914796233177185,1.6102588176727295,2.2151505947113037,1.5742313861846924,2.3327925205230713,0.3368229603556728,0.00909959422171169,0.01713751266444308,healthy
-10.878927230834961,-2.015848398208618,0.6305431723594666,0.8191338181495667,1.635707974433899,-1.4044818878173828,-1.3596465587615967,0.689850389957428,-0.1067504808306694,-2.8286423683166504,0.5626622438430786,-2.7786343097686768,-1.4178848266601562,1.875840663909912,2.1124393939971924,0.5921717882156372,1.0353041887283325,1.2213112115859985,2.09061336517334,0.9535655379295349,0.9615579843521118,1.9743627309799194,1.0126054286956787,1.5611008405685425,0.46142852306365967,1.114383578300476,0.41723225293388766,0.02183369865713289,0.06839201355152263,impaired
-11.574004173278809,-3.8411061763763428,-0.6691884398460388,0.8373278379440308,0.22727546095848083,0.41320890188217163,1.9813649654388428,0.5730863809585571,1.1983693838119507,-1.4093440771102905,-1.6430904865264893,2.421170949935913,0.15135230123996735,0.8883854150772095,0.8893027305603027,0.8754384517669678,0.8455204963684082,0.5584260821342468,0.44978979229927063,1.1024978160858154,0.9035370945930481,1.7535796165466309,1.3465383052825928,1.3326588869094849,0.8284397721290588,1.1394858360290527,0.5788800882905153,0.02714858721913803,0.05906108173481634,impaired
-9.030713081359863,1.0560226440429688,-1.51344895362854,-0.665852427482605,-0.7592539191246033,0.97142094373703,-0.26126185059547424,0.20733514428138733,1.6311819553375244,1.2947261333465576,-0.24258150160312653,-1.0049926042556763,1.7029120922088623,1.5869455337524414,0.3968715965747833,1.043423056602478,1.2827577590942383,1.5894148349761963,1.6550507545471191,1.3419530391693115,1.4926238059997559,1.232068419456482,0.8630741834640503,1.06936776638031,1.2094955444335938,1.1826603412628174,0.3991541676445224,0.02380754999521171,0.060562056530891514,impaired
-11.494230270385742,-1.5118732452392578,-1.8841983079910278,0.9343584775924683,-1.2059777975082397,0.7323131561279297,0.8196120858192444,-3.4182870388031006,-1.4437233209609985,4.31333065032959,-3.486238479614258,-6.349963188171387,-5.585535526275635,2.014554977416992,2.015458583831787,1.9411945343017578,2.6070950031280518,0.6635828018188477,2.197967052459717,2.780719041824341,1.4361096620559692,1.8100967407226562,1.623553991317749,1.552827000617981,1.8368690013885498,2.713742733001709,0.39699093403900165,0.006992182324879557,0.0390506021406447,healthy
-9.89633560180664,-0.9354037642478943,-0.7897600531578064,-1.6873940229415894,1.8986623287200928,1.5985277891159058,0.8061507940292358,2.958293914794922,-0.28386855125427246,4.547643661499023,-0.3412941098213196,0.3827900290489197,-0.5966668725013733,1.3861627578735352,1.6178075075149536,1.1430418491363525,2.088359832763672,1.3195745944976807,1.335242748260498,0.7455011606216431,1.4092495441436768,1.1329864263534546,0.8958801627159119,0.811762809753418,2.535881757736206,1.0682613849639893,0.43344116633749863,0.022905335620802283,0.05948432160523786,impaired
-13.258688926696777,1.4034593105316162,0.5853118896484375,1.888211965560913,0.3956214487552643,2.456291913986206,0.2837775945663452,2.3540661334991455,2.6124682426452637,-2.4135799407958984,-5.424432277679443,4.630478382110596,0.7699761986732483,1.1427570581436157,1.6430902481079102,2.385937213897705,1.860161542892456,1.7439693212509155,2.7004408836364746,1.4763563871383667,1.6009232997894287,2.1056933403015137,2.1952273845672607,2.24817156791687,2.4556190967559814,2.0992894172668457,0.28915071511507273,0.007222372222054751,0.02062698303236714,healthy
-9.51012134552002,1.5952633619308472,-0.9781118631362915,-0.9426116943359375,0.2721470892429352,0.6229195594787598,-1.2361598014831543,-0.11214384436607361,-0.14099815487861633,-3.322920083999634,-0.3293909728527069,-0.23597675561904907,-0.24043941497802734,1.9079571962356567,0.5921008586883545,0.7876887321472168,0.10609789937734604,0.9595416784286499,1.0021781921386719,0.9450114369392395,1.7538386583328247,1.630308747291565,1.2389283180236816,1.0146934986114502,1.7130948305130005,1.190121054649353,0.4845383968865234,0.019851253967546348,0.05558685506104317,impaired
-9.180129051208496,0.5049355626106262,-3.149852991104126,-1.1785155534744263,1.806761384010315,0.11882257461547852,-2.1255133152008057,3.533731698989868,-0.043412599712610245,0.5765009522438049,0.5992871522903442,-0.5513932108879089,-1.0913605690002441,2.2608375549316406,1.7016029357910156,1.6109685897827148,1.4881446361541748,0.6983413100242615,1.8387651443481445,0.7784336805343628,1.3416434526443481,0.38030505180358887,0.17957057058811188,1.3591456413269043,0.7954503893852234,0.2054162174463272,0.5932487602357661,0.03136024231315237,0.07389560258580062,impaired
-11.412751197814941,-1.1003645658493042,-0.9683948755264282,1.0989593267440796,-1.4999771118164062,0.535068929195404,1.1202702522277832,-0.13236817717552185,1.515095591545105,-0.4564652442932129,-0.320783406496048,-1.4658693075180054,1.5257660150527954,0.8167397975921631,1.3748859167099,1.164341926574707,0.6736084818840027,0.8954484462738037,1.8914361000061035,1.3008288145065308,0.6954248547554016,1.3526641130447388,1.1269429922103882,2.92702317237854,1.342561960220337,1.0096875429153442,0.6636022334229684,0.019476891498121464,0.06094320156381097,impaired
-12.115309715270996,0.48727747797966003,-0.4899350106716156,-0.2340952455997467,-0.4376605749130249,3.3627567291259766,-3.361056327819824,-0.5825008749961853,-0.005533538293093443,-1.1717137098312378,1.3497387170791626,1.2198865413665771,-0.07163193076848984,1.0646631717681885,1.1440216302871704,1.1476067304611206,1.1608134508132935,1.1060004234313965,1.326224684715271,1.576606035232544,0.584869921207428,0.6746680736541748,0.3257409930229187,1.6331987380981445,1.3251616954803467,1.4526337385177612,0.43564014093092257,0.030354844368640416,0.05391149091854642,impaired
-8.588294982910156,1.3499350547790527,1.689939260482788,0.34375330805778503,0.9898306131362915,2.3328285217285156,-2.4284589290618896,2.6341757774353027,-4.119009017944336,0.9851039052009583,0.5362228751182556,-1.8488792181015015,-0.06805582344532013,1.6887298822402954,1.4641493558883667,1.8231925964355469,1.4480056762695312,2.1613986492156982,1.424957275390625,2.3559885025024414,1.4092605113983154,1.7168525457382202,1.687698245048523,2.6625733375549316,2.165144920349121,1.8941330909729004,0.28989755528557787,0.0016784229580109357,0.019568664103590927,healthy
-16.360733032226562,-1.1390293836593628,-5.408568382263184,-2.2564826011657715,-2.727308750152588,-2.6136481761932373,6.002889156341553,0.16923470795154572,0.7361130118370056,-5.329195022583008,-1.961889386177063,0.6459078788757324,-3.0735867023468018,2.454031467437744,1.3986517190933228,1.8568168878555298,1.7069741487503052,2.082160234451294,1.6797549724578857,1.8645532131195068,1.8819350004196167,1.6328060626983643,2.242547035217285,2.119194269180298,1.955693006515503,1.7847708463668823,0.3137235224415998,0.007292497268557456,0.016933027121740628,healthy
-14.395176887512207,1.9162781238555908,0.9946250915527344,2.2504448890686035,2.615926504135132,-2.0833957195281982,-4.8508782386779785,-1.6005585193634033,2.667382001876831,-1.6260117292404175,-2.082129955291748,-5.464051246643066,5.2579426765441895,2.4128568172454834,2.3849480152130127,2.4838626384735107,2.2883541584014893,1.8778356313705444,1.9181180000305176,1.7862178087234497,3.3173704147338867,2.277956008911133,1.7680997848510742,2.23274827003479,1.494565486907959,2.752253293991089,0.19711447233542878,0.009503256297867397,0.030659776297431347,healthy
